maintenance_id,equipment_id,maintenance_date,maintenance_type,description,cost,duration_hours,technician_id,parts_replaced,next_maintenance_due,maintenance_score,downtime_hours,created_at
435,CAT00133,2025-03-10,Preventive,Caterpillar Preventive maintenance,3986.95,2.81,TECH6461,"[""Suspension"", ""Dump Body""]",2025-09-12,9,49.86,2025-08-28 16:57:14
436,CAT00133,2021-09-14,Preventive,Caterpillar Preventive maintenance,3579.83,9.76,TECH3844,"[""Dump Body"", ""Suspension""]",2022-04-01,8,27.3,2025-08-28 16:57:14
437,CAT00134,2024-04-01,Corrective,Caterpillar Corrective maintenance,4026.9,5.25,TECH2202,"[""Bucket""]",2024-10-17,10,68.37,2025-08-28 16:57:14
438,CAT00134,2024-10-15,Preventive,Caterpillar Preventive maintenance,5637.18,2.81,TECH9317,"[""Axle"", ""Lift Arms"", ""Bucket""]",2025-10-14,10,47.59,2025-08-28 16:57:14
439,CAT00134,2023-12-12,Preventive,Caterpillar Preventive maintenance,2020.59,9.11,TECH9358,"[""Transmission"", ""Lift Arms""]",2024-09-02,8,27.94,2025-08-28 16:57:14
440,CAT00134,2025-01-11,Preventive,Caterpillar Preventive maintenance,1974.18,3.89,TECH9465,"[""Transmission"", ""Lift Arms"", ""Axle""]",2025-04-16,8,16.26,2025-08-28 16:57:14
441,CAT00135,2018-05-24,Preventive,Caterpillar Preventive maintenance,1512.14,8.33,TECH6837,"[""Moldboard"", ""Blade""]",2018-10-19,10,35.92,2025-08-28 16:57:14
442,CAT00135,2023-06-15,Preventive,Caterpillar Preventive maintenance,5534.28,12.19,TECH6692,"[""Blade"", ""Scarifier"", ""Moldboard""]",2024-05-17,8,18.19,2025-08-28 16:57:14
443,CAT00135,2019-07-14,Preventive,Caterpillar Preventive maintenance,4983.73,7.42,TECH3966,"[""Circle"", ""Moldboard"", ""Blade""]",2019-12-11,8,55.0,2025-08-28 16:57:14
444,CAT00135,2021-04-25,Preventive,Caterpillar Preventive maintenance,2842.63,4.47,TECH6989,"[""Circle"", ""Blade"", ""Scarifier""]",2021-11-11,9,15.85,2025-08-28 16:57:14
445,CAT00136,2023-03-12,Corrective,Caterpillar Corrective maintenance,4464.89,5.68,TECH9050,"[""Lift Arms"", ""Axle"", ""Bucket""]",2023-07-05,10,21.26,2025-08-28 16:57:14
446,CAT00136,2021-02-08,Corrective,Caterpillar Corrective maintenance,1427.7,4.32,TECH4141,"[""Lift Arms""]",2021-12-06,8,66.76,2025-08-28 16:57:14
447,CAT00136,2018-05-31,Corrective,Caterpillar Corrective maintenance,2514.38,5.27,TECH9283,"[""Transmission""]",2019-01-24,9,31.38,2025-08-28 16:57:14
448,CAT00136,2017-12-31,Corrective,Caterpillar Corrective maintenance,1686.0,4.61,TECH1237,"[""Lift Arms"", ""Axle"", ""Bucket""]",2018-11-27,9,47.2,2025-08-28 16:57:14
449,CAT00136,2025-08-02,Corrective,Caterpillar Corrective maintenance,5882.03,3.74,TECH2651,"[""Axle"", ""Bucket"", ""Lift Arms""]",2026-07-27,10,23.4,2025-08-28 16:57:14
450,CAT00137,2017-12-30,Preventive,Caterpillar Preventive maintenance,4171.32,14.99,TECH6303,"[""Track Assembly"", ""Boom Cylinder""]",2018-08-11,8,71.3,2025-08-28 16:57:14
451,CAT00137,2023-11-21,Corrective,Caterpillar Corrective maintenance,2727.95,8.03,TECH1041,"[""Sprocket""]",2024-10-30,8,8.24,2025-08-28 16:57:14
452,CAT00137,2018-12-07,Preventive,Caterpillar Preventive maintenance,2067.53,12.52,TECH4981,"[""Hydraulic Pump""]",2019-05-19,8,17.73,2025-08-28 16:57:14
453,CAT00137,2017-02-20,Preventive,Caterpillar Preventive maintenance,1023.92,13.04,TECH1616,"[""Track Assembly"", ""Sprocket""]",2018-01-15,9,39.86,2025-08-28 16:57:14
454,CAT00137,2024-05-19,Preventive,Caterpillar Preventive maintenance,2514.52,13.59,TECH2701,"[""Sprocket"", ""Boom Cylinder""]",2025-03-24,9,21.2,2025-08-28 16:57:14
455,CAT00138,2024-04-22,Preventive,Caterpillar Preventive maintenance,3320.29,13.73,TECH5855,"[""Drum"", ""Water System""]",2025-04-14,8,69.13,2025-08-28 16:57:14
456,CAT00138,2020-03-13,Emergency,Caterpillar Emergency maintenance,4258.68,7.43,TECH6232,"[""Water System""]",2020-08-25,8,31.04,2025-08-28 16:57:14
457,CAT00138,2020-01-30,Corrective,Caterpillar Corrective maintenance,3223.03,11.06,TECH6076,"[""Engine""]",2020-11-18,8,56.36,2025-08-28 16:57:14
458,CAT00138,2025-06-14,Preventive,Caterpillar Preventive maintenance,4045.9,8.45,TECH4927,"[""Engine"", ""Drum""]",2025-10-27,10,31.29,2025-08-28 16:57:14
459,CAT00139,2024-06-28,Preventive,Caterpillar Preventive maintenance,2502.32,4.54,TECH2571,"[""Grapple"", ""Auger""]",2024-11-16,9,47.83,2025-08-28 16:57:14
460,CAT00139,2022-02-10,Emergency,Caterpillar Emergency maintenance,3543.88,13.75,TECH7454,"[""Auger"", ""Snow Blower""]",2022-05-14,9,21.09,2025-08-28 16:57:14
461,CAT00139,2020-04-24,Preventive,Caterpillar Preventive maintenance,1084.68,8.62,TECH5208,"[""Snow Blower"", ""Pallet Forks"", ""Auger""]",2020-07-24,8,45.49,2025-08-28 16:57:14
462,CAT00139,2024-05-15,Preventive,Caterpillar Preventive maintenance,3492.06,8.44,TECH6517,"[""Auger"", ""Snow Blower"", ""Pallet Forks""]",2024-11-13,10,44.63,2025-08-28 16:57:14
463,CAT00140,2023-11-11,Corrective,Caterpillar Corrective maintenance,5557.51,10.57,TECH7193,"[""Compressor Pump""]",2024-08-11,9,42.67,2025-08-28 16:57:14
464,CAT00140,2024-01-01,Preventive,Caterpillar Preventive maintenance,2591.64,2.14,TECH5667,"[""Pressure Switch"", ""Air Filter""]",2024-05-16,10,55.57,2025-08-28 16:57:14
465,CAT00140,2025-03-18,Emergency,Caterpillar Emergency maintenance,5623.33,6.78,TECH9000,"[""Pressure Switch"", ""Tank""]",2026-01-01,10,20.19,2025-08-28 16:57:14
466,CAT00141,2017-11-27,Preventive,Caterpillar Preventive maintenance,5054.75,4.96,TECH7824,"[""Brakes"", ""Differential"", ""Dump Body""]",2018-10-02,8,61.87,2025-08-28 16:57:14
467,CAT00141,2024-01-22,Preventive,Caterpillar Preventive maintenance,2986.73,9.03,TECH1013,"[""Differential"", ""Dump Body"", ""Brakes""]",2024-05-14,8,63.03,2025-08-28 16:57:14
468,CAT00142,2020-12-24,Preventive,Caterpillar Preventive maintenance,5733.86,11.2,TECH3352,"[""Air Filter""]",2021-08-20,8,56.62,2025-08-28 16:57:14
469,CAT00142,2020-01-12,Preventive,Caterpillar Preventive maintenance,4381.9,14.78,TECH8933,"[""Air Filter""]",2020-12-06,10,24.05,2025-08-28 16:57:14
470,CAT00142,2021-07-23,Preventive,Caterpillar Preventive maintenance,2765.21,3.97,TECH4426,"[""Pressure Switch""]",2022-04-20,10,56.96,2025-08-28 16:57:14
471,CAT00143,2018-11-06,Preventive,Caterpillar Preventive maintenance,4483.66,14.98,TECH8515,"[""Moldboard"", ""Scarifier""]",2019-07-29,9,32.55,2025-08-28 16:57:14
472,CAT00143,2024-05-25,Preventive,Caterpillar Preventive maintenance,3337.88,8.73,TECH3640,"[""Circle"", ""Blade"", ""Scarifier""]",2024-10-29,8,12.41,2025-08-28 16:57:14
473,CAT00143,2024-11-10,Corrective,Caterpillar Corrective maintenance,2045.22,14.85,TECH4916,"[""Blade""]",2025-05-02,10,55.49,2025-08-28 16:57:14
474,CAT00144,2018-09-27,Corrective,Caterpillar Corrective maintenance,4654.22,2.28,TECH8338,"[""Voltage Regulator""]",2019-05-04,9,11.16,2025-08-28 16:57:14
475,CAT00144,2019-09-04,Corrective,Caterpillar Corrective maintenance,2578.38,10.26,TECH1209,"[""Alternator""]",2020-01-25,9,13.83,2025-08-28 16:57:14
476,CAT00144,2025-05-24,Preventive,Caterpillar Preventive maintenance,1155.46,11.56,TECH6152,"[""Voltage Regulator""]",2026-03-31,9,51.56,2025-08-28 16:57:14
477,CAT00144,2024-02-05,Preventive,Caterpillar Preventive maintenance,1567.14,10.26,TECH2526,"[""Starter"", ""Voltage Regulator"", ""Fuel Injector""]",2024-06-12,8,18.25,2025-08-28 16:57:14
478,CAT00144,2021-02-25,Corrective,Caterpillar Corrective maintenance,1900.51,6.64,TECH5607,"[""Voltage Regulator"", ""Alternator""]",2021-10-30,8,54.61,2025-08-28 16:57:14
479,CAT00145,2024-05-08,Corrective,Caterpillar Corrective maintenance,4673.75,9.14,TECH1522,"[""Brakes"", ""Dump Body"", ""Differential""]",2025-04-15,10,70.57,2025-08-28 16:57:14
480,CAT00145,2023-12-22,Preventive,Caterpillar Preventive maintenance,1674.26,14.55,TECH4194,"[""Brakes""]",2024-11-15,9,34.3,2025-08-28 16:57:14
481,CAT00145,2025-03-27,Preventive,Caterpillar Preventive maintenance,5886.64,7.99,TECH7968,"[""Suspension"", ""Brakes"", ""Differential""]",2026-02-25,10,53.57,2025-08-28 16:57:14
482,CAT00145,2023-10-30,Preventive,Caterpillar Preventive maintenance,5794.61,2.56,TECH1914,"[""Suspension"", ""Dump Body"", ""Brakes""]",2024-10-04,10,22.85,2025-08-28 16:57:14
483,CAT00146,2021-12-27,Preventive,Caterpillar Preventive maintenance,5471.47,8.96,TECH7746,"[""Sprocket""]",2022-05-26,10,57.58,2025-08-28 16:57:14
484,CAT00146,2020-07-17,Preventive,Caterpillar Preventive maintenance,3349.79,11.06,TECH7397,"[""Boom Cylinder""]",2020-11-26,9,55.86,2025-08-28 16:57:14
485,CAT00146,2024-07-18,Preventive,Caterpillar Preventive maintenance,2575.25,4.74,TECH2435,"[""Track Assembly"", ""Boom Cylinder"", ""Hydraulic Pump""]",2025-03-01,9,57.86,2025-08-28 16:57:14
486,CAT00146,2025-08-01,Preventive,Caterpillar Preventive maintenance,3338.37,10.08,TECH2614,"[""Hydraulic Pump""]",2026-06-19,8,21.39,2025-08-28 16:57:14
487,CAT00147,2023-05-13,Corrective,Caterpillar Corrective maintenance,4243.94,4.69,TECH5635,"[""Air Filter"", ""Compressor Pump"", ""Pressure Switch""]",2024-01-02,9,10.65,2025-08-28 16:57:14
488,CAT00147,2023-05-17,Corrective,Caterpillar Corrective maintenance,1745.75,3.77,TECH8399,"[""Compressor Pump"", ""Air Filter""]",2024-01-29,9,70.05,2025-08-28 16:57:14
489,CAT00148,2019-12-28,Preventive,Caterpillar Preventive maintenance,5586.9,10.23,TECH3498,"[""Backhoe Bucket"", ""PTO"", ""Loader Bucket""]",2020-11-14,10,19.48,2025-08-28 16:57:14
490,CAT00148,2023-01-21,Preventive,Caterpillar Preventive maintenance,3784.17,5.23,TECH5846,"[""Loader Bucket""]",2023-10-17,9,41.93,2025-08-28 16:57:14
491,CAT00148,2023-12-04,Corrective,Caterpillar Corrective maintenance,5053.5,9.14,TECH2707,"[""Loader Bucket"", ""Stabilizer"", ""PTO""]",2024-11-03,9,17.84,2025-08-28 16:57:14
492,CAT00148,2020-04-04,Preventive,Caterpillar Preventive maintenance,1483.84,2.69,TECH4918,"[""Backhoe Bucket"", ""Stabilizer""]",2020-12-10,10,68.6,2025-08-28 16:57:14
493,CAT00148,2018-09-16,Corrective,Caterpillar Corrective maintenance,5943.38,12.16,TECH4047,"[""Loader Bucket"", ""Stabilizer""]",2019-06-22,8,52.59,2025-08-28 16:57:14
494,CAT00149,2022-09-09,Preventive,Caterpillar Preventive maintenance,3163.73,10.85,TECH8936,"[""Lift Arms"", ""Bucket"", ""Transmission""]",2023-01-26,9,10.04,2025-08-28 16:57:14
495,CAT00149,2022-01-08,Preventive,Caterpillar Preventive maintenance,2561.89,9.34,TECH2107,"[""Lift Arms"", ""Bucket""]",2022-04-13,8,28.13,2025-08-28 16:57:14
496,CAT00150,2023-06-09,Preventive,Caterpillar Preventive maintenance,4045.86,10.54,TECH2859,"[""Auger""]",2024-02-16,8,48.65,2025-08-28 16:57:14
497,CAT00150,2023-12-10,Preventive,Caterpillar Preventive maintenance,1771.73,9.23,TECH3499,"[""Snow Blower"", ""Grapple""]",2024-06-28,8,17.69,2025-08-28 16:57:14
498,CAT00150,2025-05-10,Preventive,Caterpillar Preventive maintenance,5690.79,8.45,TECH1525,"[""Grapple""]",2025-11-07,10,53.5,2025-08-28 16:57:14
499,CAT00151,2024-03-19,Corrective,Caterpillar Corrective maintenance,1593.59,3.78,TECH8524,"[""Transmission"", ""Axle""]",2024-12-02,9,56.81,2025-08-28 16:57:14
500,CAT00152,2024-10-16,Preventive,Caterpillar Preventive maintenance,1408.67,8.49,TECH9170,"[""Pressure Switch"", ""Air Filter""]",2025-06-28,10,71.69,2025-08-28 16:57:14
501,CAT00153,2024-05-17,Preventive,Caterpillar Preventive maintenance,3641.65,12.9,TECH5971,"[""Grapple"", ""Pallet Forks"", ""Snow Blower""]",2024-11-23,8,15.05,2025-08-28 16:57:14
502,CAT00154,2020-07-13,Preventive,Caterpillar Preventive maintenance,1098.01,9.56,TECH4019,"[""Circle"", ""Moldboard"", ""Scarifier""]",2020-12-15,8,24.84,2025-08-28 16:57:14
503,CAT00154,2023-04-18,Preventive,Caterpillar Preventive maintenance,4000.19,5.71,TECH6704,"[""Blade"", ""Circle""]",2024-03-02,8,30.81,2025-08-28 16:57:14
504,CAT00154,2023-03-15,Preventive,Caterpillar Preventive maintenance,1329.33,10.21,TECH7815,"[""Moldboard"", ""Scarifier"", ""Blade""]",2023-06-21,8,23.79,2025-08-28 16:57:14
505,CAT00154,2025-02-15,Preventive,Caterpillar Preventive maintenance,5388.92,6.07,TECH1607,"[""Moldboard""]",2026-01-03,9,71.18,2025-08-28 16:57:14
506,CAT00155,2022-08-27,Emergency,Caterpillar Emergency maintenance,3403.57,5.37,TECH6558,"[""Water System"", ""Drum"", ""Engine""]",2023-05-17,9,11.23,2025-08-28 16:57:14
507,CAT00155,2019-10-15,Preventive,Caterpillar Preventive maintenance,2327.06,5.81,TECH6931,"[""Engine"", ""Vibratory System"", ""Water System""]",2020-10-07,9,50.68,2025-08-28 16:57:14
508,CAT00155,2024-09-26,Corrective,Caterpillar Corrective maintenance,3305.05,8.7,TECH8965,"[""Engine""]",2025-03-13,8,32.67,2025-08-28 16:57:14
509,CAT00155,2017-09-10,Preventive,Caterpillar Preventive maintenance,4081.56,9.33,TECH2771,"[""Engine"", ""Water System""]",2018-06-23,10,66.05,2025-08-28 16:57:14
510,CAT00156,2025-01-14,Preventive,Caterpillar Preventive maintenance,3821.32,7.9,TECH4948,"[""Track Assembly"", ""Boom Cylinder""]",2025-11-15,10,62.04,2025-08-28 16:57:14
511,CAT00156,2021-05-06,Preventive,Caterpillar Preventive maintenance,1729.32,12.74,TECH3451,"[""Sprocket""]",2022-02-27,9,41.68,2025-08-28 16:57:14
512,CAT00157,2025-03-25,Preventive,Caterpillar Preventive maintenance,4798.24,6.22,TECH4099,"[""PTO"", ""Backhoe Bucket""]",2025-10-26,9,30.43,2025-08-28 16:57:14
513,CAT00157,2021-09-08,Preventive,Caterpillar Preventive maintenance,3076.4,7.29,TECH6380,"[""Loader Bucket""]",2022-03-12,8,36.12,2025-08-28 16:57:14
514,CAT00157,2025-03-23,Preventive,Caterpillar Preventive maintenance,4192.92,7.0,TECH4220,"[""Loader Bucket""]",2026-01-18,9,14.19,2025-08-28 16:57:14
515,CAT00157,2019-09-16,Corrective,Caterpillar Corrective maintenance,835.32,7.66,TECH5284,"[""Backhoe Bucket"", ""Loader Bucket"", ""Stabilizer""]",2020-03-25,10,45.78,2025-08-28 16:57:14
516,CAT00158,2019-07-21,Preventive,Caterpillar Preventive maintenance,3518.03,11.82,TECH6653,"[""Track Assembly"", ""Boom Cylinder""]",2019-12-13,10,45.96,2025-08-28 16:57:14
517,CAT00159,2024-03-19,Preventive,Caterpillar Preventive maintenance,4062.51,9.2,TECH2500,"[""Compressor Pump""]",2024-09-25,8,19.86,2025-08-28 16:57:14
518,CAT00159,2021-11-13,Preventive,Caterpillar Preventive maintenance,2811.66,13.48,TECH3145,"[""Air Filter"", ""Compressor Pump""]",2022-09-04,9,15.4,2025-08-28 16:57:14
519,CAT00159,2020-12-03,Emergency,Caterpillar Emergency maintenance,5415.39,14.16,TECH2178,"[""Pressure Switch""]",2021-09-21,8,14.1,2025-08-28 16:57:14
520,CAT00159,2019-08-22,Preventive,Caterpillar Preventive maintenance,3729.71,11.54,TECH8443,"[""Air Filter"", ""Compressor Pump""]",2020-06-12,10,68.98,2025-08-28 16:57:14
521,CAT00159,2023-07-05,Preventive,Caterpillar Preventive maintenance,3447.97,13.95,TECH7884,"[""Pressure Switch""]",2023-11-05,8,57.96,2025-08-28 16:57:14
522,CAT00160,2022-10-24,Preventive,Caterpillar Preventive maintenance,3060.45,7.34,TECH3400,"[""Voltage Regulator"", ""Fuel Injector"", ""Alternator""]",2023-08-13,10,39.69,2025-08-28 16:57:14
523,CAT00160,2024-03-21,Preventive,Caterpillar Preventive maintenance,4867.7,5.54,TECH2504,"[""Voltage Regulator"", ""Starter"", ""Alternator""]",2025-01-08,8,49.27,2025-08-28 16:57:14
524,CAT00161,2017-02-25,Corrective,Caterpillar Corrective maintenance,803.06,9.6,TECH6489,"[""Hydraulic Pump""]",2017-09-20,9,62.39,2025-08-28 16:57:14
525,CAT00161,2021-04-24,Preventive,Caterpillar Preventive maintenance,3169.98,2.08,TECH7221,"[""Track Assembly""]",2021-09-18,8,45.39,2025-08-28 16:57:14
526,CAT00161,2017-02-05,Corrective,Caterpillar Corrective maintenance,4102.22,14.87,TECH9432,"[""Hydraulic Pump"", ""Track Assembly"", ""Boom Cylinder""]",2017-05-20,9,22.19,2025-08-28 16:57:14
527,CAT00161,2024-05-05,Preventive,Caterpillar Preventive maintenance,5530.3,8.65,TECH8173,"[""Sprocket""]",2025-02-28,10,20.61,2025-08-28 16:57:14
528,CAT00162,2022-10-15,Preventive,Caterpillar Preventive maintenance,3885.77,9.4,TECH6128,"[""Stabilizer""]",2023-03-02,10,54.12,2025-08-28 16:57:14
529,CAT00162,2018-12-06,Emergency,Caterpillar Emergency maintenance,5986.38,12.92,TECH5369,"[""Backhoe Bucket"", ""Stabilizer"", ""PTO""]",2019-06-26,8,67.12,2025-08-28 16:57:14
530,CAT00163,2021-07-07,Preventive,Caterpillar Preventive maintenance,1913.95,5.13,TECH6157,"[""Vibratory System"", ""Water System"", ""Drum""]",2022-02-15,10,56.17,2025-08-28 16:57:14
531,CAT00164,2022-12-31,Preventive,Caterpillar Preventive maintenance,4900.47,6.62,TECH9182,"[""Air Filter"", ""Tank""]",2023-04-17,8,40.27,2025-08-28 16:57:14
532,CAT00164,2025-07-12,Corrective,Caterpillar Corrective maintenance,2514.62,9.52,TECH7993,"[""Air Filter""]",2025-10-15,10,34.21,2025-08-28 16:57:14
533,CAT00165,2023-04-01,Preventive,Caterpillar Preventive maintenance,4106.19,12.02,TECH5939,"[""Drum""]",2023-11-12,9,21.78,2025-08-28 16:57:14
534,CAT00165,2022-04-23,Preventive,Caterpillar Preventive maintenance,5143.96,7.52,TECH6962,"[""Engine""]",2022-11-06,9,69.88,2025-08-28 16:57:14
535,CAT00165,2023-04-04,Preventive,Caterpillar Preventive maintenance,4343.74,2.04,TECH5814,"[""Water System""]",2023-07-12,8,56.98,2025-08-28 16:57:14
536,CAT00165,2023-03-21,Preventive,Caterpillar Preventive maintenance,3443.4,5.61,TECH9348,"[""Drum"", ""Water System""]",2023-11-12,9,26.72,2025-08-28 16:57:14
537,CAT00165,2025-08-14,Preventive,Caterpillar Preventive maintenance,2763.99,15.65,TECH5735,"[""Engine""]",2026-01-21,8,65.41,2025-08-28 16:57:14
538,CAT00166,2022-10-11,Preventive,Caterpillar Preventive maintenance,3964.41,4.55,TECH4886,"[""Final Drive"", ""Ripper"", ""Radiator""]",2023-07-24,10,16.25,2025-08-28 16:57:14
539,CAT00167,2024-08-02,Corrective,Caterpillar Corrective maintenance,810.23,4.47,TECH6939,"[""Radiator"", ""Ripper"", ""Blade""]",2025-04-12,9,21.98,2025-08-28 16:57:14
540,CAT00167,2023-10-12,Emergency,Caterpillar Emergency maintenance,4300.44,11.49,TECH3227,"[""Ripper"", ""Final Drive"", ""Radiator""]",2024-07-29,8,25.11,2025-08-28 16:57:14
541,CAT00168,2021-05-01,Corrective,Caterpillar Corrective maintenance,5122.98,11.56,TECH4843,"[""Moldboard""]",2021-11-11,9,47.36,2025-08-28 16:57:14
542,CAT00169,2024-07-13,Corrective,Caterpillar Corrective maintenance,2269.94,6.27,TECH7004,"[""Track Assembly"", ""Sprocket"", ""Boom Cylinder""]",2025-05-26,9,10.52,2025-08-28 16:57:14
543,CAT00170,2020-10-25,Preventive,Caterpillar Preventive maintenance,1294.9,4.79,TECH4966,"[""Transmission""]",2021-05-14,8,22.99,2025-08-28 16:57:14
544,CAT00171,2024-12-23,Emergency,Caterpillar Emergency maintenance,1276.35,9.05,TECH7472,"[""Lift Arms"", ""Bucket"", ""Transmission""]",2025-12-14,9,36.93,2025-08-28 16:57:14
545,CAT00171,2025-04-16,Preventive,Caterpillar Preventive maintenance,5476.6,7.95,TECH2288,"[""Lift Arms"", ""Axle"", ""Bucket""]",2025-08-13,9,38.54,2025-08-28 16:57:14
546,CAT00171,2025-01-14,Preventive,Caterpillar Preventive maintenance,2001.05,14.72,TECH1981,"[""Transmission"", ""Axle"", ""Bucket""]",2025-04-17,9,23.27,2025-08-28 16:57:14
547,CAT00171,2025-05-07,Corrective,Caterpillar Corrective maintenance,5590.77,7.57,TECH7489,"[""Axle"", ""Bucket""]",2025-11-16,9,62.9,2025-08-28 16:57:14
548,CAT00171,2025-03-26,Preventive,Caterpillar Preventive maintenance,4774.64,8.41,TECH6464,"[""Axle""]",2025-11-22,10,46.12,2025-08-28 16:57:14
549,CAT00172,2023-03-26,Preventive,Caterpillar Preventive maintenance,4668.05,8.23,TECH1271,"[""Sprocket"", ""Boom Cylinder"", ""Track Assembly""]",2023-12-06,8,22.96,2025-08-28 16:57:14
550,CAT00172,2025-07-14,Preventive,Caterpillar Preventive maintenance,3939.79,13.54,TECH2693,"[""Sprocket"", ""Hydraulic Pump""]",2025-12-06,10,13.77,2025-08-28 16:57:14
551,CAT00173,2024-06-07,Preventive,Caterpillar Preventive maintenance,4084.74,2.29,TECH3964,"[""Sprocket""]",2025-06-06,8,29.31,2025-08-28 16:57:14
552,CAT00173,2021-07-06,Corrective,Caterpillar Corrective maintenance,3208.23,2.64,TECH3129,"[""Boom Cylinder"", ""Track Assembly"", ""Hydraulic Pump""]",2022-01-16,10,22.5,2025-08-28 16:57:14
553,CAT00173,2020-05-29,Preventive,Caterpillar Preventive maintenance,2960.23,4.66,TECH6597,"[""Sprocket"", ""Boom Cylinder""]",2021-05-29,10,58.35,2025-08-28 16:57:14
554,CAT00174,2025-06-11,Preventive,Caterpillar Preventive maintenance,1403.64,11.75,TECH4597,"[""Water System"", ""Engine""]",2025-11-27,9,43.32,2025-08-28 16:57:14
555,CAT00174,2025-05-01,Preventive,Caterpillar Preventive maintenance,4345.76,14.14,TECH1825,"[""Drum""]",2025-12-28,10,41.45,2025-08-28 16:57:14
556,CAT00174,2025-06-23,Preventive,Caterpillar Preventive maintenance,5872.34,8.29,TECH5643,"[""Engine"", ""Drum""]",2026-03-30,10,64.72,2025-08-28 16:57:14
557,CAT00174,2022-07-18,Preventive,Caterpillar Preventive maintenance,2728.74,10.78,TECH3348,"[""Vibratory System"", ""Drum"", ""Water System""]",2022-10-18,10,42.0,2025-08-28 16:57:14
558,CAT00174,2023-03-25,Preventive,Caterpillar Preventive maintenance,3276.23,2.12,TECH5806,"[""Drum"", ""Vibratory System""]",2023-10-24,9,39.52,2025-08-28 16:57:14
559,CAT00175,2018-05-06,Preventive,Caterpillar Preventive maintenance,883.62,8.95,TECH3830,"[""Circle""]",2018-09-11,9,34.01,2025-08-28 16:57:14
560,CAT00175,2019-04-01,Corrective,Caterpillar Corrective maintenance,2920.11,7.72,TECH5387,"[""Circle"", ""Scarifier""]",2020-03-14,10,62.62,2025-08-28 16:57:14
561,CAT00175,2022-11-18,Preventive,Caterpillar Preventive maintenance,1757.92,4.04,TECH9396,"[""Moldboard"", ""Circle"", ""Blade""]",2023-09-19,10,21.26,2025-08-28 16:57:14
562,CAT00175,2018-03-01,Corrective,Caterpillar Corrective maintenance,2054.16,8.23,TECH5892,"[""Blade""]",2018-11-13,9,10.55,2025-08-28 16:57:14
563,CAT00175,2017-07-09,Corrective,Caterpillar Corrective maintenance,992.63,12.61,TECH8011,"[""Scarifier""]",2018-06-17,10,12.62,2025-08-28 16:57:14
564,CAT00176,2025-07-24,Preventive,Caterpillar Preventive maintenance,1121.21,3.83,TECH9552,"[""PTO""]",2026-05-15,8,35.47,2025-08-28 16:57:14
565,CAT00176,2022-02-04,Emergency,Caterpillar Emergency maintenance,5380.84,4.21,TECH4612,"[""Backhoe Bucket""]",2022-08-17,9,58.37,2025-08-28 16:57:14
566,CAT00177,2023-01-04,Preventive,Caterpillar Preventive maintenance,853.5,4.92,TECH7773,"[""Circle"", ""Blade"", ""Scarifier""]",2023-12-23,10,40.06,2025-08-28 16:57:14
567,CAT00177,2023-08-06,Corrective,Caterpillar Corrective maintenance,4441.64,3.14,TECH2615,"[""Circle"", ""Blade""]",2024-01-30,10,17.4,2025-08-28 16:57:14
568,CAT00177,2022-04-13,Preventive,Caterpillar Preventive maintenance,4934.81,6.26,TECH3213,"[""Scarifier"", ""Circle""]",2022-12-06,8,62.08,2025-08-28 16:57:14
569,CAT00177,2024-10-30,Preventive,Caterpillar Preventive maintenance,3147.78,4.42,TECH2126,"[""Moldboard"", ""Scarifier"", ""Blade""]",2025-04-27,10,53.64,2025-08-28 16:57:14
570,CAT00178,2023-11-12,Preventive,Caterpillar Preventive maintenance,1795.18,8.95,TECH3427,"[""Final Drive"", ""Ripper"", ""Radiator""]",2024-02-15,10,66.77,2025-08-28 16:57:14
571,CAT00178,2025-06-01,Preventive,Caterpillar Preventive maintenance,828.18,6.51,TECH3457,"[""Radiator""]",2025-12-30,8,33.96,2025-08-28 16:57:14
572,CAT00178,2023-01-10,Preventive,Caterpillar Preventive maintenance,1883.86,12.26,TECH9390,"[""Final Drive""]",2023-06-02,9,15.76,2025-08-28 16:57:14
573,CAT00178,2022-05-22,Preventive,Caterpillar Preventive maintenance,4505.1,4.58,TECH8237,"[""Final Drive""]",2022-11-28,9,27.95,2025-08-28 16:57:14
574,CAT00178,2023-10-24,Corrective,Caterpillar Corrective maintenance,5562.67,9.77,TECH7210,"[""Blade"", ""Radiator"", ""Final Drive""]",2024-02-29,9,46.32,2025-08-28 16:57:14
575,CAT00179,2025-07-08,Preventive,Caterpillar Preventive maintenance,1814.05,7.35,TECH2397,"[""Final Drive"", ""Blade""]",2025-12-25,9,68.65,2025-08-28 16:57:14
576,CAT00179,2023-11-17,Preventive,Caterpillar Preventive maintenance,2228.11,8.75,TECH8404,"[""Final Drive"", ""Blade"", ""Ripper""]",2024-09-02,10,21.49,2025-08-28 16:57:14
577,CAT00179,2024-05-03,Preventive,Caterpillar Preventive maintenance,1509.48,4.42,TECH4554,"[""Blade""]",2024-11-03,10,51.24,2025-08-28 16:57:14
578,CAT00179,2023-04-01,Corrective,Caterpillar Corrective maintenance,2808.67,14.93,TECH2645,"[""Radiator"", ""Ripper""]",2024-02-04,9,10.11,2025-08-28 16:57:14
579,CAT00179,2024-10-23,Preventive,Caterpillar Preventive maintenance,5346.54,7.02,TECH1121,"[""Radiator"", ""Blade"", ""Final Drive""]",2025-04-30,8,34.76,2025-08-28 16:57:14
